iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CHN,Asia,China,2020-12-14,93175.0,25.0,21.857,4634.0,0.0,0.0,65.345,0.018,0.015,3.25,0.0,0.0,1.01,,,,,,,,,,,,,14769984.0,10.358,0.0,675755.3,tests performed,,,,,,,,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-15,93192.0,17.0,22.0,4634.0,0.0,0.0,65.357,0.012,0.015,3.25,0.0,0.0,1.01,,,,,,,,,,,,,14769984.0,10.358,0.0,671362.9,tests performed,1500000.0,,,,,,0.11,,,,,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-16,93207.0,15.0,22.429,4634.0,0.0,0.0,65.368,0.011,0.016,3.25,0.0,0.0,1.0,,,,,,,,,,,,,14769984.0,10.358,0.0,658521.7,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-17,93225.0,18.0,22.429,4634.0,0.0,0.0,65.38,0.013,0.016,3.25,0.0,0.0,1.0,,,,,,,,,,,,,14769984.0,10.358,0.0,658521.7,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-18,93252.0,27.0,23.714,4634.0,0.0,0.0,65.399,0.019,0.017,3.25,0.0,0.0,1.0,,,,,,,,,,,,,14769984.0,10.358,0.0,622838.2,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-19,93291.0,39.0,23.714,4634.0,0.0,0.0,65.427,0.027,0.017,3.25,0.0,0.0,1.01,,,,,,,,,,,,,14769984.0,10.358,0.0,622838.2,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-20,93323.0,32.0,24.714,4634.0,0.0,0.0,65.449,0.022,0.017,3.25,0.0,0.0,0.98,,,,,,,,,,,,,14769984.0,10.358,0.0,597636.3,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-21,93352.0,29.0,25.286,4634.0,0.0,0.0,65.469,0.02,0.018,3.25,0.0,0.0,0.96,,,,,,,,,,,,,14769984.0,10.358,0.0,584117.1,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-22,93382.0,30.0,27.143,4634.0,0.0,0.0,65.49,0.021,0.019,3.25,0.0,0.0,0.93,,,,,,,,,,,,,14769984.0,10.358,0.0,544154.4,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-23,93412.0,30.0,29.286,4634.0,0.0,0.0,65.511,0.021,0.021,3.25,0.0,0.0,0.92,,,,,,,,,,,,,14769984.0,10.358,0.0,504336.0,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-24,93439.0,27.0,30.571,4634.0,0.0,0.0,65.53,0.019,0.021,3.25,0.0,0.0,0.92,,,,,,,,,,,,,14769984.0,10.358,0.0,483137.1,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-25,93475.0,36.0,31.857,4634.0,0.0,0.0,65.556,0.025,0.022,3.25,0.0,0.0,0.93,,,,,,,,,,,,,14769984.0,10.358,0.0,463633.9,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-26,93516.0,41.0,32.143,4634.0,0.0,0.0,65.584,0.029,0.023,3.25,0.0,0.0,0.93,,,,,,,,,,,,,14769984.0,10.358,0.0,459508.6,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-27,93551.0,35.0,32.571,4634.0,0.0,0.0,65.609,0.025,0.023,3.25,0.0,0.0,0.94,,,,,,,,,,,,,14769984.0,10.358,0.0,453470.4,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-28,93594.0,43.0,34.571,4634.0,0.0,0.0,65.639,0.03,0.024,3.25,0.0,0.0,0.94,,,,,,,,,,,,,14769984.0,10.358,0.0,427236.2,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-29,93619.0,25.0,33.857,4634.0,0.0,0.0,65.657,0.018,0.024,3.25,0.0,0.0,0.93,,,,,,,,,,,,,14769984.0,10.358,0.0,436246.1,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-30,93657.0,38.0,35.0,4634.0,0.0,0.0,65.683,0.027,0.025,3.25,0.0,0.0,0.94,,,,,,,,,,,,,14769984.0,10.358,0.0,421999.5,tests performed,,,,,,187500.0,,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2020-12-31,93679.0,22.0,34.286,4634.0,0.0,0.0,65.699,0.015,0.024,3.25,0.0,0.0,0.94,,,,,,,,,,,,,14769984.0,10.358,0.0,430787.6,tests performed,4500000.0,,,,,187500.0,0.32,,,,131.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-01,93715.0,36.0,34.286,4634.0,0.0,0.0,65.724,0.025,0.024,3.25,0.0,0.0,0.96,,,,,,,,,,,,,14769984.0,10.358,0.0,430787.6,tests performed,,,,,,232143.0,,,,,163.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-02,93762.0,47.0,35.143,4634.0,0.0,0.0,65.757,0.033,0.025,3.25,0.0,0.0,0.99,,,,,,,,,,,,,14769984.0,10.358,0.0,420282.4,tests performed,,,,,,276786.0,,,,,194.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-03,93798.0,36.0,35.286,4634.0,0.0,0.0,65.782,0.025,0.025,3.25,0.0,0.0,1.04,,,,,,,,,,,,,14769984.0,10.358,0.0,418579.2,tests performed,,,,,,321429.0,,,,,225.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-04,93867.0,69.0,39.0,4634.0,0.0,0.0,65.831,0.048,0.027,3.25,0.0,0.0,1.13,,,,,,,,,,,,,14769984.0,10.358,0.0,378717.5,tests performed,,,,,,366071.0,,,,,257.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-05,93931.0,64.0,44.571,4634.0,0.0,0.0,65.875,0.045,0.031,3.25,0.0,0.0,1.19,,,,,,,,,,,,,14769984.0,10.358,0.0,331381.0,tests performed,,,,,,410714.0,,,,,288.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-06,94050.0,119.0,56.143,4634.0,0.0,0.0,65.959,0.083,0.039,3.25,0.0,0.0,1.26,,,,,,,,,,,,,14769984.0,10.358,0.0,263077.9,tests performed,,,,,,455357.0,,,,,319.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-07,94178.0,128.0,71.286,4634.0,0.0,0.0,66.049,0.09,0.05,3.25,0.0,0.0,1.3,,,,,,,,,,,,,14769984.0,10.358,0.0,207193.3,tests performed,,,,,,500000.0,,,,,351.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-08,94263.0,85.0,78.286,4634.0,0.0,0.0,66.108,0.06,0.055,3.25,0.0,0.0,1.3,,,,,,,,,,,,,14769984.0,10.358,0.0,188667.0,tests performed,,,,,,500000.0,,,,,351.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-09,94369.0,106.0,86.714,4634.0,0.0,0.0,66.183,0.074,0.061,3.25,0.0,0.0,1.31,,,,,,,,,,,,,14769984.0,10.358,0.0,170329.9,tests performed,9000000.0,,,,,500000.0,0.63,,,,351.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-10,94466.0,97.0,95.429,4634.0,0.0,0.0,66.251,0.068,0.067,3.25,0.0,0.0,1.32,,,,,,,,,,,,,14769984.0,10.358,0.0,154774.6,tests performed,,,,,,464286.0,,,,,326.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-11,94566.0,100.0,99.857,4634.0,0.0,0.0,66.321,0.07,0.07,3.25,0.0,0.0,1.35,,,,,,,,,,,,,14769984.0,10.358,0.0,147911.4,tests performed,,,,,,428571.0,,,,,301.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-12,94757.0,191.0,118.0,4634.0,0.0,0.0,66.455,0.134,0.083,3.25,0.0,0.0,1.42,,,,,,,,,,,,,14769984.0,10.358,0.0,125169.4,tests performed,,,,,,392857.0,,,,,276.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-13,94891.0,134.0,120.143,4635.0,1.0,0.143,66.549,0.094,0.084,3.251,0.001,0.0,1.4,,,,,,,,,,,,,14769984.0,10.358,0.0,122936.7,tests performed,10000000.0,,,,,357143.0,0.7,,,,250.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-14,95103.0,212.0,132.143,4635.0,0.0,0.143,66.697,0.149,0.093,3.251,0.0,0.0,1.39,,,,,,,,,,,,,14769984.0,10.358,0.0,111772.7,tests performed,,,,,,387755.0,,,,,272.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-15,95279.0,176.0,145.143,4635.0,0.0,0.143,66.821,0.123,0.102,3.251,0.0,0.0,1.36,,,,,,,,,,,,,14769984.0,10.358,0.0,101761.6,tests performed,,,,,,418367.0,,,,,293.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-16,95447.0,168.0,154.0,4635.0,0.0,0.143,66.939,0.118,0.108,3.251,0.0,0.0,1.33,,,,,,,,,,,,,14769984.0,10.358,0.0,95909.0,tests performed,,,,,,448980.0,,,,,315.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-17,95643.0,196.0,168.143,4635.0,0.0,0.143,67.076,0.137,0.118,3.251,0.0,0.0,1.31,,,,,,,,,,,,,14769984.0,10.358,0.0,87841.8,tests performed,,,,,,515306.0,,,,,361.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-18,95815.0,172.0,178.429,4635.0,0.0,0.143,67.197,0.121,0.125,3.251,0.0,0.0,1.28,,,,,,,,,,,,,14769984.0,10.358,0.0,82777.9,tests performed,,,,,,581633.0,,,,,408.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-19,95949.0,134.0,170.286,4635.0,0.0,0.143,67.291,0.094,0.119,3.251,0.0,0.0,1.21,,,,,,,,,,,,,14769984.0,10.358,0.0,86736.3,tests performed,,,,,,647959.0,,,,,454.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-20,96112.0,163.0,174.429,4635.0,0.0,0.0,67.405,0.114,0.122,3.251,0.0,0.0,1.18,,,,,,,,,,,,,14769984.0,10.358,0.0,84676.2,tests performed,15000000.0,,,,,714286.0,1.05,,,,501.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-21,96279.0,167.0,168.0,4635.0,0.0,0.0,67.522,0.117,0.118,3.251,0.0,0.0,1.14,,,,,,,,,,,,,14769984.0,10.358,0.0,87916.6,tests performed,,,,,,797173.0,,,,,559.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-22,96478.0,199.0,171.286,4635.0,0.0,0.0,67.662,0.14,0.12,3.251,0.0,0.0,1.09,,,,,,,,,,,,,14769984.0,10.358,0.0,86230.0,tests performed,,,,,,880061.0,,,,,617.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-23,96627.0,149.0,168.571,4635.0,0.0,0.0,67.766,0.104,0.118,3.251,0.0,0.0,1.03,,,,,,,,,,,,,14769984.0,10.358,0.0,87618.8,tests performed,,,,,,962949.0,,,,,675.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-24,96822.0,195.0,168.429,4635.0,0.0,0.0,67.903,0.137,0.118,3.251,0.0,0.0,0.97,,,,,,,,,,,,,14769984.0,10.358,0.0,87692.6,tests performed,,,,,,1045837.0,,,,,733.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-25,96864.0,42.0,149.857,4636.0,1.0,0.143,67.932,0.029,0.105,3.251,0.001,0.0,0.87,,,,,,,,,,,,,14769984.0,10.358,0.0,98560.5,tests performed,,,,,,1128724.0,,,,,792.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-26,96961.0,97.0,144.571,4636.0,0.0,0.143,68.0,0.068,0.101,3.251,0.0,0.0,0.82,,,,,,,,,,,,,14769984.0,10.358,0.0,102164.2,tests performed,22767000.0,,,,,1211612.0,1.6,,,,850.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-27,97073.0,112.0,137.286,4636.0,0.0,0.143,68.079,0.079,0.096,3.251,0.0,0.0,0.77,,,,,,,,,,,,,14769984.0,10.358,0.0,107585.5,tests performed,,,,,,1144800.0,,,,,803.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-28,97142.0,69.0,123.286,4636.0,0.0,0.143,68.127,0.048,0.086,3.251,0.0,0.0,0.7,,,,,,,,,,,,,14769984.0,10.358,0.0,119802.6,tests performed,,,,,,995100.0,,,,,698.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-29,97224.0,82.0,106.571,4636.0,0.0,0.143,68.185,0.058,0.075,3.251,0.0,0.0,0.66,,,,,,,,,,,,,14769984.0,10.358,0.0,138592.9,tests performed,,,,,,845400.0,,,,,593.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-30,97325.0,101.0,99.714,4636.0,0.0,0.143,68.256,0.071,0.07,3.251,0.0,0.0,0.61,,,,,,,,,,,,,14769984.0,10.358,0.0,148123.5,tests performed,,,,,,695700.0,,,,,488.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-01-31,97328.0,3.0,72.286,4636.0,0.0,0.143,68.258,0.002,0.051,3.251,0.0,0.0,0.55,,,,,,,,,,,,,14769984.0,10.358,0.0,204327.0,tests performed,24000000.0,,,,,546000.0,1.68,,,,383.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-01,97369.0,41.0,72.143,4636.0,0.0,0.0,68.287,0.029,0.051,3.251,0.0,0.0,0.53,,,,,,,,,,,,,14769984.0,10.358,0.0,204732.0,tests performed,,,,,,705643.0,,,,,495.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-02,97403.0,34.0,63.143,4636.0,0.0,0.0,68.31,0.024,0.044,3.251,0.0,0.0,0.52,,,,,,,,,,,,,14769984.0,10.358,0.0,233913.2,tests performed,,,,,,865286.0,,,,,607.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-03,97435.0,32.0,51.714,4636.0,0.0,0.0,68.333,0.022,0.036,3.251,0.0,0.0,0.51,,,,,,,,,,,,,14769984.0,10.358,0.0,285609.0,tests performed,31236000.0,,,,,1174629.0,2.19,,,,824.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-04,97461.0,26.0,45.571,4636.0,0.0,0.0,68.351,0.018,0.032,3.251,0.0,0.0,0.5,,,,,,,,,,,,,14769984.0,10.358,0.0,324109.3,tests performed,,,,,,1360448.0,,,,,954.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-05,97498.0,37.0,39.143,4636.0,0.0,0.0,68.377,0.026,0.027,3.251,0.0,0.0,0.51,,,,,,,,,,,,,14769984.0,10.358,0.0,377334.0,tests performed,,,,,,1546267.0,,,,,1084.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-06,97518.0,20.0,27.571,4636.0,0.0,0.0,68.391,0.014,0.019,3.251,0.0,0.0,0.51,,,,,,,,,,,,,14769984.0,10.358,0.0,535707.2,tests performed,,,,,,1732086.0,,,,,1215.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-07,97543.0,25.0,30.714,4636.0,0.0,0.0,68.409,0.018,0.022,3.251,0.0,0.0,0.54,,,,,,,,,,,,,14769984.0,10.358,0.0,480887.7,tests performed,,,,,,1917905.0,,,,,1345.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-08,97573.0,30.0,29.143,4636.0,0.0,0.0,68.43,0.021,0.02,3.251,0.0,0.0,0.56,,,,,,,,,,,,,14769984.0,10.358,0.0,506810.7,tests performed,,,,,,1794381.0,,,,,1258.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-09,97601.0,28.0,28.286,4636.0,0.0,0.0,68.449,0.02,0.02,3.251,0.0,0.0,0.56,,,,,,,,,,,,,14769984.0,10.358,0.0,522165.9,tests performed,40520000.0,,,,,1670857.0,2.84,,,,1172.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-10,97607.0,6.0,24.571,4636.0,0.0,0.0,68.454,0.004,0.017,3.251,0.0,0.0,0.55,,,,,,,,,,,,,14769984.0,10.358,0.0,601114.5,tests performed,,,,,,1416511.0,,,,,993.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-11,97635.0,28.0,24.857,4636.0,0.0,0.0,68.473,0.02,0.017,3.251,0.0,0.0,0.55,,,,,,,,,,,,,14769984.0,10.358,0.0,594198.2,tests performed,,,,,,1285689.0,,,,,902.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-12,97647.0,12.0,21.286,4636.0,0.0,0.0,68.482,0.008,0.015,3.251,0.0,0.0,0.55,,,,,,,,,,,,,14769984.0,10.358,0.0,693882.6,tests performed,,,,,,1154867.0,,,,,810.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-13,97667.0,20.0,21.286,4636.0,0.0,0.0,68.496,0.014,0.015,3.251,0.0,0.0,0.56,,,,,,,,,,,,,14769984.0,10.358,0.0,693882.6,tests performed,,,,,,1024045.0,,,,,718.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-14,97692.0,25.0,21.286,4636.0,0.0,0.0,68.513,0.018,0.015,3.251,0.0,0.0,0.58,,,,,,,,,,,,,14769984.0,10.358,0.0,693882.6,tests performed,,,,,,893223.0,,,,,626.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-15,97715.0,23.0,20.286,4636.0,0.0,0.0,68.529,0.016,0.014,3.251,0.0,0.0,0.6,,,,,,,,,,,,,14769984.0,10.358,0.0,728087.5,tests performed,,,,,,762401.0,,,,,535.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-16,97731.0,16.0,18.571,4636.0,0.0,0.0,68.54,0.011,0.013,3.251,0.0,0.0,0.63,,,,,,,,,,,,,14769984.0,10.358,0.0,795325.2,tests performed,,,,,,631579.0,,,,,443.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-17,97747.0,16.0,20.0,4636.0,0.0,0.0,68.552,0.011,0.014,3.251,0.0,0.0,0.67,,,,,,,,,,,,,14769984.0,10.358,0.0,738499.2,tests performed,,,,,,631579.0,,,,,443.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
CHN,Asia,China,2021-02-18,97777.0,30.0,20.286,4636.0,0.0,0.0,68.573,0.021,0.014,3.251,0.0,0.0,0.7,,,,,,,,,,,,,14769984.0,10.358,0.0,728087.5,tests performed,,,,,,631579.0,,,,,443.0,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
