iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SGP,Asia,Singapore,2020-11-20,58143.0,4.0,4.143,28.0,0.0,0.0,10314.489,0.71,0.735,4.967,0.0,0.0,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-11-21,58148.0,5.0,4.571,28.0,0.0,0.0,10315.376,0.887,0.811,4.967,0.0,0.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-11-22,58160.0,12.0,5.857,28.0,0.0,0.0,10317.505,2.129,1.039,4.967,0.0,0.0,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-11-23,58165.0,5.0,5.857,28.0,0.0,0.0,10318.392,0.887,1.039,4.967,0.0,0.0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-11-24,58183.0,18.0,7.571,28.0,0.0,0.0,10321.585,3.193,1.343,4.967,0.0,0.0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-11-25,58190.0,7.0,7.857,28.0,0.0,0.0,10322.826,1.242,1.394,4.967,0.0,0.0,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-11-26,58195.0,5.0,8.0,28.0,0.0,0.0,10323.713,0.887,1.419,4.967,0.0,0.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-11-27,58199.0,4.0,8.0,28.0,0.0,0.0,10324.423,0.71,1.419,4.967,0.0,0.0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-11-28,58205.0,6.0,8.143,29.0,1.0,0.143,10325.487,1.064,1.445,5.145,0.177,0.025,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-11-29,58213.0,8.0,7.571,29.0,0.0,0.143,10326.907,1.419,1.343,5.145,0.0,0.025,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-11-30,58218.0,5.0,7.571,29.0,0.0,0.143,10327.794,0.887,1.343,5.145,0.0,0.025,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,36.8,0.18,0.75,6.74783629162389
SGP,Asia,Singapore,2020-12-01,58228.0,10.0,6.429,29.0,0.0,0.143,10329.568,1.774,1.14,5.145,0.0,0.025,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-02,58230.0,2.0,5.714,29.0,0.0,0.143,10329.922,0.355,1.014,5.145,0.0,0.025,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-03,58239.0,9.0,6.286,29.0,0.0,0.143,10331.519,1.597,1.115,5.145,0.0,0.025,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-04,58242.0,3.0,6.143,29.0,0.0,0.143,10332.051,0.532,1.09,5.145,0.0,0.025,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-05,58255.0,13.0,7.143,29.0,0.0,0.0,10334.357,2.306,1.267,5.145,0.0,0.0,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-06,58260.0,5.0,6.714,29.0,0.0,0.0,10335.244,0.887,1.191,5.145,0.0,0.0,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-07,58273.0,13.0,7.857,29.0,0.0,0.0,10337.551,2.306,1.394,5.145,0.0,0.0,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-08,58285.0,12.0,8.143,29.0,0.0,0.0,10339.679,2.129,1.445,5.145,0.0,0.0,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-09,58291.0,6.0,8.714,29.0,0.0,0.0,10340.744,1.064,1.546,5.145,0.0,0.0,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-10,58297.0,6.0,8.286,29.0,0.0,0.0,10341.808,1.064,1.47,5.145,0.0,0.0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-11,58305.0,8.0,9.0,29.0,0.0,0.0,10343.227,1.419,1.597,5.145,0.0,0.0,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-12,58313.0,8.0,8.286,29.0,0.0,0.0,10344.647,1.419,1.47,5.145,0.0,0.0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-13,58320.0,7.0,8.571,29.0,0.0,0.0,10345.888,1.242,1.521,5.145,0.0,0.0,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-14,58325.0,5.0,7.429,29.0,0.0,0.0,10346.775,0.887,1.318,5.145,0.0,0.0,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-15,58341.0,16.0,8.0,29.0,0.0,0.0,10349.614,2.838,1.419,5.145,0.0,0.0,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-16,58353.0,12.0,8.857,29.0,0.0,0.0,10351.742,2.129,1.571,5.145,0.0,0.0,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-17,58377.0,24.0,11.429,29.0,0.0,0.0,10356.0,4.258,2.027,5.145,0.0,0.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-18,58386.0,9.0,11.571,29.0,0.0,0.0,10357.597,1.597,2.053,5.145,0.0,0.0,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-19,58403.0,17.0,12.857,29.0,0.0,0.0,10360.612,3.016,2.281,5.145,0.0,0.0,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-20,58422.0,19.0,14.571,29.0,0.0,0.0,10363.983,3.371,2.585,5.145,0.0,0.0,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-21,58432.0,10.0,15.286,29.0,0.0,0.0,10365.757,1.774,2.712,5.145,0.0,0.0,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-22,58461.0,29.0,17.143,29.0,0.0,0.0,10370.902,5.145,3.041,5.145,0.0,0.0,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-23,58482.0,21.0,18.429,29.0,0.0,0.0,10374.627,3.725,3.269,5.145,0.0,0.0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-24,58495.0,13.0,16.857,29.0,0.0,0.0,10376.933,2.306,2.99,5.145,0.0,0.0,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-25,58509.0,14.0,17.571,29.0,0.0,0.0,10379.417,2.484,3.117,5.145,0.0,0.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-26,58519.0,10.0,16.571,29.0,0.0,0.0,10381.191,1.774,2.94,5.145,0.0,0.0,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-27,58524.0,5.0,14.571,29.0,0.0,0.0,10382.078,0.887,2.585,5.145,0.0,0.0,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-28,58529.0,5.0,13.857,29.0,0.0,0.0,10382.965,0.887,2.458,5.145,0.0,0.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-29,58542.0,13.0,11.571,29.0,0.0,0.0,10385.271,2.306,2.053,5.145,0.0,0.0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-30,58569.0,27.0,12.429,29.0,0.0,0.0,10390.061,4.79,2.205,5.145,0.0,0.0,1.36,,,,,,,,,,,,,,,,,,567.0,531.0,36.0,,,,0.01,0.01,0.0,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-12-31,58599.0,30.0,14.857,29.0,0.0,0.0,10395.383,5.322,2.636,5.145,0.0,0.0,1.41,,,,,,,,,,,,,,,,,,619.0,574.0,45.0,,52.0,52.0,0.01,0.01,0.0,,9.0,43.0,0.001,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,22.0,0.1,-0.79,4.03403256564472
SGP,Asia,Singapore,2021-01-01,58629.0,30.0,17.143,29.0,0.0,0.0,10400.704,5.322,3.041,5.145,0.0,0.0,1.44,,,,,,,,,,,,,,,,,,649.0,602.0,47.0,,30.0,41.0,0.01,0.01,0.0,,7.0,36.0,0.001,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-02,58662.0,33.0,20.429,29.0,0.0,0.0,10406.559,5.854,3.624,5.145,0.0,0.0,1.43,,,,,,,,,,,,,,,,,,684.0,635.0,49.0,,35.0,39.0,0.01,0.01,0.0,,7.0,35.0,0.001,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-03,58697.0,35.0,24.714,29.0,0.0,0.0,10412.768,6.209,4.384,5.145,0.0,0.0,1.4,,,,,,,,,,,,,,,,,,721.0,669.0,52.0,,37.0,38.0,0.01,0.01,0.0,,7.0,34.0,0.001,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-04,58721.0,24.0,27.429,29.0,0.0,0.0,10417.025,4.258,4.866,5.145,0.0,0.0,1.36,,,,,,,,,,,,,,,,,,812.0,745.0,67.0,,91.0,49.0,0.01,0.01,0.0,,9.0,43.0,0.001,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-05,58749.0,28.0,29.571,29.0,0.0,0.0,10421.992,4.967,5.246,5.145,0.0,0.0,1.31,,,,,,,,,,,,,,,,,,905.0,825.0,80.0,,93.0,56.0,0.02,0.01,0.0,,10.0,49.0,0.001,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-06,58780.0,31.0,30.143,29.0,0.0,0.0,10427.492,5.499,5.347,5.145,0.0,0.0,1.27,,,,,,,,,,,,,,,,,,1013.0,922.0,91.0,,108.0,64.0,0.02,0.02,0.0,,11.0,56.0,0.001,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-07,58813.0,33.0,30.571,29.0,0.0,0.0,10433.346,5.854,5.423,5.145,0.0,0.0,1.24,,,,,,,,,,,,,,,,,,1133.0,1026.0,107.0,,120.0,73.0,0.02,0.02,0.0,,13.0,65.0,0.001,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-08,58836.0,23.0,29.571,29.0,0.0,0.0,10437.426,4.08,5.246,5.145,0.0,0.0,1.22,,,,,,,,,,,,,,,,,,1975.0,1844.0,131.0,,842.0,189.0,0.04,0.03,0.0,,34.0,177.0,0.003,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-09,58865.0,29.0,29.0,29.0,0.0,0.0,10442.571,5.145,5.145,5.145,0.0,0.0,1.2,,,,,,,,,,,,,,,,,,2433.0,2296.0,137.0,,458.0,250.0,0.04,0.04,0.0,,44.0,237.0,0.004,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-10,58907.0,42.0,30.0,29.0,0.0,0.0,10450.021,7.451,5.322,5.145,0.0,0.0,1.18,,,,,,,,,,,,,,,,,,2629.0,2486.0,143.0,,196.0,273.0,0.05,0.04,0.0,,48.0,260.0,0.005,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-11,58929.0,22.0,29.714,29.0,0.0,0.0,10453.924,3.903,5.271,5.145,0.0,0.0,1.15,,,,,,,,,,,,,,,,,,4791.0,4634.0,157.0,,2162.0,568.0,0.08,0.08,0.0,,101.0,556.0,0.01,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-12,58946.0,17.0,28.143,29.0,0.0,0.0,10456.94,3.016,4.993,5.145,0.0,0.0,1.13,,,,,,,,,,,,,,,,,,7647.0,7471.0,176.0,,2856.0,963.0,0.14,0.13,0.0,,171.0,949.0,0.017,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-13,58984.0,38.0,29.143,29.0,0.0,0.0,10463.681,6.741,5.17,5.145,0.0,0.0,1.13,,,,,,,,,,,,,,,,,,11763.0,11560.0,203.0,,4116.0,1536.0,0.21,0.21,0.0,,272.0,1520.0,0.027,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-14,59029.0,45.0,30.857,29.0,0.0,0.0,10471.664,7.983,5.474,5.145,0.0,0.0,1.12,,,,,,,,,,,,,,,,,,16536.0,16318.0,218.0,,4773.0,2200.0,0.29,0.29,0.0,,390.0,2185.0,0.039,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-15,59059.0,30.0,31.857,29.0,0.0,0.0,10476.986,5.322,5.651,5.145,0.0,0.0,1.09,,,,,,,,,,,,,,,,,,21929.0,21681.0,248.0,,5393.0,2851.0,0.39,0.38,0.0,,506.0,2834.0,0.05,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-16,59083.0,24.0,31.143,29.0,0.0,0.0,10481.243,4.258,5.525,5.145,0.0,0.0,1.06,,,,,,,,,,,,,,,,,,23714.0,23452.0,262.0,,1785.0,3040.0,0.42,0.42,0.0,,539.0,3022.0,0.054,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-17,59113.0,30.0,29.429,29.0,0.0,0.0,10486.565,5.322,5.221,5.145,0.0,0.0,1.04,,,,,,,,,,,,,,,,,,24415.0,24140.0,275.0,,701.0,3112.0,0.43,0.43,0.0,,552.0,3093.0,0.055,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-18,59127.0,14.0,28.286,29.0,0.0,0.0,10489.049,2.484,5.018,5.145,0.0,0.0,1.03,,,,,,,,,,,,,,,,,,31904.0,31614.0,290.0,,7489.0,3873.0,0.57,0.56,0.01,,687.0,3854.0,0.068,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-19,59157.0,30.0,30.143,29.0,0.0,0.0,10494.371,5.322,5.347,5.145,0.0,0.0,1.04,,,,,,,,,,,,,,,,,,40124.0,39795.0,329.0,,8220.0,4640.0,0.71,0.71,0.01,,823.0,4618.0,0.082,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-20,59197.0,40.0,30.429,29.0,0.0,0.0,10501.467,7.096,5.398,5.145,0.0,0.0,1.04,,,,,,,,,,,,,,,,,,49208.0,48812.0,396.0,,9084.0,5349.0,0.87,0.87,0.01,,949.0,5322.0,0.094,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-21,59235.0,38.0,29.429,29.0,0.0,0.0,10508.208,6.741,5.221,5.145,0.0,0.0,1.03,,,,,,,,,,,,,,,,,,56761.0,56329.0,432.0,,7553.0,5746.0,1.01,1.0,0.01,,1019.0,5716.0,0.101,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-22,59250.0,15.0,27.286,29.0,0.0,0.0,10510.869,2.661,4.84,5.145,0.0,0.0,1.01,,,,,,,,,,,,,,,,,,64508.0,64038.0,470.0,,7747.0,6083.0,1.14,1.14,0.01,,1079.0,6051.0,0.107,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-23,59260.0,10.0,25.286,29.0,0.0,0.0,10512.643,1.774,4.486,5.145,0.0,0.0,1.01,,,,,,,,,,,,,,,,,,69305.0,68801.0,504.0,,4797.0,6513.0,1.23,1.22,0.01,,1155.0,6478.0,0.115,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-24,59308.0,48.0,27.857,29.0,0.0,0.0,10521.158,8.515,4.942,5.145,0.0,0.0,1.05,,,,,,,,,,,,,,,,,,73813.0,73294.0,519.0,,4508.0,7057.0,1.31,1.3,0.01,,1252.0,7022.0,0.125,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-25,59352.0,44.0,32.143,29.0,0.0,0.0,10528.964,7.806,5.702,5.145,0.0,0.0,1.05,,,,,,,,,,,,,,,,,,85750.0,85185.0,565.0,,11937.0,7692.0,1.52,1.51,0.01,,1365.0,7653.0,0.136,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-26,59366.0,14.0,29.857,29.0,0.0,0.0,10531.447,2.484,5.297,5.145,0.0,0.0,1.02,,,,,,,,,,,,,,,,,,98257.0,97643.0,614.0,,12507.0,8305.0,1.74,1.73,0.01,,1473.0,8264.0,0.147,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-27,59391.0,25.0,27.714,29.0,0.0,0.0,10535.882,4.435,4.916,5.145,0.0,0.0,1.01,,,,,,,,,,,,,,,,,,112071.0,111401.0,670.0,,13814.0,8980.0,1.99,1.98,0.01,,1593.0,8941.0,0.159,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-28,59425.0,34.0,27.143,29.0,0.0,0.0,10541.914,6.032,4.815,5.145,0.0,0.0,1.02,,,,,,,,,,,,,,,,,,126537.0,125795.0,742.0,,14466.0,9968.0,2.24,2.23,0.01,,1768.0,9924.0,0.176,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2021-01-29,59449.0,24.0,28.429,29.0,0.0,0.0,10546.171,4.258,5.043,5.145,0.0,0.0,1.02,,,,,,,,,,,,,,,,,,141210.0,139689.0,1521.0,,14673.0,10957.0,2.51,2.48,0.03,,1944.0,10807.0,0.192,50.93,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
