iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SGP,Asia,Singapore,2020-02-02,18.0,2.0,2.0,,,,3.193,0.355,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-03,18.0,0.0,1.857,,,,3.193,0.0,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-04,24.0,6.0,2.429,,,,4.258,1.064,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-05,28.0,4.0,3.0,,,,4.967,0.71,0.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-06,28.0,0.0,2.571,,,,4.967,0.0,0.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-07,30.0,2.0,2.429,,,,5.322,0.355,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-08,33.0,3.0,2.429,,,,5.854,0.532,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-09,40.0,7.0,3.143,,,,7.096,1.242,0.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-10,45.0,5.0,3.857,,,,7.983,0.887,0.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-11,47.0,2.0,3.286,,,,8.338,0.355,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-12,50.0,3.0,3.143,,,,8.87,0.532,0.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-13,58.0,8.0,4.286,,,,10.289,1.419,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-14,67.0,9.0,5.286,,,,11.886,1.597,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-15,72.0,5.0,5.571,,,,12.773,0.887,0.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-16,75.0,3.0,5.0,,,,13.305,0.532,0.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-17,77.0,2.0,4.571,,,,13.66,0.355,0.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-18,81.0,4.0,4.857,,,,14.369,0.71,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-19,84.0,3.0,4.857,,,,14.901,0.532,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-20,84.0,0.0,3.714,,,,14.901,0.0,0.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-21,85.0,1.0,2.571,,,,15.079,0.177,0.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-22,85.0,0.0,1.857,,,,15.079,0.0,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-23,89.0,4.0,2.0,,,,15.788,0.71,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-24,89.0,0.0,1.714,,,,15.788,0.0,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-25,91.0,2.0,1.429,,,,16.143,0.355,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-26,93.0,2.0,1.286,,,,16.498,0.355,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-27,93.0,0.0,1.286,,,,16.498,0.0,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-28,93.0,0.0,1.143,,,,16.498,0.0,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-29,102.0,9.0,2.429,,,,18.095,1.597,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,266.4,7.43,3.68,48.8484670676251
SGP,Asia,Singapore,2020-03-01,106.0,4.0,2.429,,,,18.804,0.71,0.431,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-02,108.0,2.0,2.714,,,,19.159,0.355,0.482,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-03,110.0,2.0,2.714,,,,19.514,0.355,0.482,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-04,110.0,0.0,2.429,,,,19.514,0.0,0.431,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-05,117.0,7.0,3.429,,,,20.756,1.242,0.608,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-06,130.0,13.0,5.286,,,,23.062,2.306,0.938,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-07,138.0,8.0,5.143,,,,24.481,1.419,0.912,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-08,150.0,12.0,6.286,,,,26.61,2.129,1.115,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-09,150.0,0.0,6.0,,,,26.61,0.0,1.064,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-10,160.0,10.0,7.143,,,,28.384,1.774,1.267,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-11,178.0,18.0,9.714,,,,31.577,3.193,1.723,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-12,178.0,0.0,8.714,,,,31.577,0.0,1.546,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-13,200.0,22.0,10.0,,,,35.48,3.903,1.774,,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-14,212.0,12.0,10.571,,,,37.609,2.129,1.875,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-15,226.0,14.0,10.857,,,,40.092,2.484,1.926,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-16,243.0,17.0,13.286,,,,43.108,3.016,2.357,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-17,266.0,23.0,15.143,,,,47.188,4.08,2.686,,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-18,313.0,47.0,19.286,,,,55.526,8.338,3.421,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-19,345.0,32.0,23.857,,,,61.203,5.677,4.232,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-20,385.0,40.0,26.429,,,,68.298,7.096,4.688,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-21,432.0,47.0,31.429,2.0,2.0,,76.636,8.338,5.575,0.355,0.355,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-22,455.0,23.0,32.714,2.0,0.0,,80.716,4.08,5.803,0.355,0.0,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-23,509.0,54.0,38.0,2.0,0.0,,90.296,9.58,6.741,0.355,0.0,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-24,558.0,49.0,41.714,2.0,0.0,,98.988,8.693,7.4,0.355,0.0,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-25,631.0,73.0,45.429,2.0,0.0,,111.939,12.95,8.059,0.355,0.0,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-26,683.0,52.0,48.286,2.0,0.0,0.286,121.163,9.225,8.566,0.355,0.0,0.051,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-27,732.0,49.0,49.571,2.0,0.0,0.286,129.856,8.693,8.794,0.355,0.0,0.051,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-28,802.0,70.0,52.857,2.0,0.0,0.0,142.274,12.418,9.377,0.355,0.0,0.0,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-29,844.0,42.0,55.571,3.0,1.0,0.143,149.724,7.451,9.858,0.532,0.177,0.025,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-30,879.0,35.0,52.857,3.0,0.0,0.143,155.933,6.209,9.377,0.532,0.0,0.025,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-03-31,926.0,47.0,52.571,3.0,0.0,0.143,164.271,8.338,9.326,0.532,0.0,0.025,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,275.8,5.04,0.5,50.5720991638551
SGP,Asia,Singapore,2020-04-01,1000.0,74.0,52.714,3.0,0.0,0.143,177.399,13.127,9.351,0.532,0.0,0.025,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-04-02,1049.0,49.0,52.286,4.0,1.0,0.286,186.091,8.693,9.275,0.71,0.177,0.051,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-04-03,1114.0,65.0,54.571,5.0,1.0,0.429,197.622,11.531,9.681,0.887,0.177,0.076,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-04-04,1189.0,75.0,55.286,6.0,1.0,0.571,210.927,13.305,9.808,1.064,0.177,0.101,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-04-05,1309.0,120.0,66.429,6.0,0.0,0.429,232.215,21.288,11.784,1.064,0.0,0.076,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-04-06,1375.0,66.0,70.857,6.0,0.0,0.429,243.923,11.708,12.57,1.064,0.0,0.076,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-04-07,1481.0,106.0,79.286,6.0,0.0,0.429,262.727,18.804,14.065,1.064,0.0,0.076,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.04,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-04-08,1623.0,142.0,89.0,6.0,0.0,0.429,287.918,25.191,15.788,1.064,0.0,0.076,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-04-09,1910.0,287.0,123.0,6.0,0.0,0.286,338.831,50.913,21.82,1.064,0.0,0.051,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-04-10,2108.0,198.0,142.0,7.0,1.0,0.286,373.956,35.125,25.191,1.242,0.177,0.051,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.41,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-04-11,2299.0,191.0,158.571,8.0,1.0,0.286,407.839,33.883,28.13,1.419,0.177,0.051,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-04-12,2532.0,233.0,174.714,8.0,0.0,0.286,449.173,41.334,30.994,1.419,0.0,0.051,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-04-13,2918.0,386.0,220.429,9.0,1.0,0.429,517.649,68.476,39.104,1.597,0.177,0.076,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
